Cond,CondTag,Item,1,2,3,4,5,6,7,8,9,10,11,12,13,sentence,question,correct,incorrect,ibex
husb.coerce.crc,102,355,The,clumsy,toddler,mastered,the,seesaw,once,he,saw,other,kids,enjoying,it.,The clumsy toddler mastered the seesaw once he saw other kids enjoying it.,Natural?,j,f,"[[""husb.coerce.crc.355"", 355], ""DashedSentence"", {s: ""The clumsy toddler mastered the seesaw once he saw other kids enjoying it.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,356,The,handsome,handyman,fixed,the,sink,after,returning,from,a,smoke,break.,,The handsome handyman fixed the sink after returning from a smoke break.,Natural?,j,f,"[[""husb.coerce.ctrl.356"", 356], ""DashedSentence"", {s: ""The handsome handyman fixed the sink after returning from a smoke break.""}, ""Question"", { } ],"
husb.coerce.crc,102,356,The,handsome,handyman,completed,the,sink,after,returning,from,a,smoke,break.,,The handsome handyman completed the sink after returning from a smoke break.,Natural?,j,f,"[[""husb.coerce.crc.356"", 356], ""DashedSentence"", {s: ""The handsome handyman completed the sink after returning from a smoke break.""}, ""Question"", { } ],"
husb.coerce.intens,104,356,The,handsome,handyman,needed,the,sink,after,returning,from,a,smoke,break.,,The handsome handyman needed the sink after returning from a smoke break.,Natural?,j,f,"[[""husb.coerce.intens.356"", 356], ""DashedSentence"", {s: ""The handsome handyman needed the sink after returning from a smoke break.""}, ""Question"", { } ],"
husb.coerce.anom,101,356,The,handsome,handyman,intrigued,the,sink,after,returning,from,a,smoke,break.,,The handsome handyman intrigued the sink after returning from a smoke break.,Natural?,f,j,"[[""husb.coerce.anom.356"", 356], ""DashedSentence"", {s: ""The handsome handyman intrigued the sink after returning from a smoke break.""}, ""Question"", { } ],"
husb.coerce.crc,102,357,The,restaurant,patron,tried,the,steak,after,having,a,small,salad.,,,The restaurant patron tried the steak after having a small salad.,Natural?,j,f,"[[""husb.coerce.crc.357"", 357], ""DashedSentence"", {s: ""The restaurant patron tried the steak after having a small salad.""}, ""Question"", { } ],"
husb.coerce.anom,101,357,The,restaurant,patron,excited,the,steak,after,having,a,small,salad.,,,The restaurant patron excited the steak after having a small salad.,Natural?,f,j,"[[""husb.coerce.anom.357"", 357], ""DashedSentence"", {s: ""The restaurant patron excited the steak after having a small salad.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,357,The,restaurant,patron,ate,the,steak,after,having,a,small,salad.,,,The restaurant patron ate the steak after having a small salad.,Natural?,j,f,"[[""husb.coerce.ctrl.357"", 357], ""DashedSentence"", {s: ""The restaurant patron ate the steak after having a small salad.""}, ""Question"", { } ],"
husb.coerce.intens,104,357,The,restaurant,patron,wanted,the,steak,after,having,a,small,salad.,,,The restaurant patron wanted the steak after having a small salad.,Natural?,j,f,"[[""husb.coerce.intens.357"", 357], ""DashedSentence"", {s: ""The restaurant patron wanted the steak after having a small salad.""}, ""Question"", { } ],"
husb.coerce.anom,101,358,The,new,lecturer,convicted,the,projector,during,his,first,year,as,a,teacher.,The new lecturer convicted the projector during his first year as a teacher.,Natural?,f,j,"[[""husb.coerce.anom.358"", 358], ""DashedSentence"", {s: ""The new lecturer convicted the projector during his first year as a teacher.""}, ""Question"", { } ],"
husb.coerce.intens,104,358,The,new,lecturer,needed,the,projector,during,his,first,year,as,a,teacher.,The new lecturer needed the projector during his first year as a teacher.,Natural?,j,f,"[[""husb.coerce.intens.358"", 358], ""DashedSentence"", {s: ""The new lecturer needed the projector during his first year as a teacher.""}, ""Question"", { } ],"
husb.coerce.crc,102,358,The,new,lecturer,mastered,the,projector,during,his,first,year,as,a,teacher.,The new lecturer mastered the projector during his first year as a teacher.,Natural?,j,f,"[[""husb.coerce.crc.358"", 358], ""DashedSentence"", {s: ""The new lecturer mastered the projector during his first year as a teacher.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,358,The,new,lecturer,used,the,projector,during,his,first,year,as,a,teacher.,The new lecturer used the projector during his first year as a teacher.,Natural?,j,f,"[[""husb.coerce.ctrl.358"", 358], ""DashedSentence"", {s: ""The new lecturer used the projector during his first year as a teacher.""}, ""Question"", { } ],"
husb.coerce.intens,104,359,The,alley,cat,wanted,the,mouse,after,spotting,it,scurrying,across,the,sidewalk.,The alley cat wanted the mouse after spotting it scurrying across the sidewalk.,Natural?,j,f,"[[""husb.coerce.intens.359"", 359], ""DashedSentence"", {s: ""The alley cat wanted the mouse after spotting it scurrying across the sidewalk.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,359,The,alley,cat,chased,the,mouse,after,spotting,it,scurrying,across,the,sidewalk.,The alley cat chased the mouse after spotting it scurrying across the sidewalk.,Natural?,j,f,"[[""husb.coerce.ctrl.359"", 359], ""DashedSentence"", {s: ""The alley cat chased the mouse after spotting it scurrying across the sidewalk.""}, ""Question"", { } ],"
husb.coerce.anom,101,359,The,alley,cat,wrote,the,mouse,after,spotting,it,scurrying,across,the,sidewalk.,The alley cat wrote the mouse after spotting it scurrying across the sidewalk.,Natural?,f,j,"[[""husb.coerce.anom.359"", 359], ""DashedSentence"", {s: ""The alley cat wrote the mouse after spotting it scurrying across the sidewalk.""}, ""Question"", { } ],"
husb.coerce.crc,102,359,The,alley,cat,finished,the,mouse,after,spotting,it,scurrying,across,the,sidewalk.,The alley cat finished the mouse after spotting it scurrying across the sidewalk.,Natural?,j,f,"[[""husb.coerce.crc.359"", 359], ""DashedSentence"", {s: ""The alley cat finished the mouse after spotting it scurrying across the sidewalk.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,360,The,anxious,lady,drank,the,tea,because,it,soothed,her,nerves.,,,The anxious lady drank the tea because it soothed her nerves.,Natural?,j,f,"[[""husb.coerce.ctrl.360"", 360], ""DashedSentence"", {s: ""The anxious lady drank the tea because it soothed her nerves.""}, ""Question"", { } ],"
husb.coerce.crc,102,360,The,anxious,lady,enjoyed,the,tea,because,it,soothed,her,nerves.,,,The anxious lady enjoyed the tea because it soothed her nerves.,Natural?,j,f,"[[""husb.coerce.crc.360"", 360], ""DashedSentence"", {s: ""The anxious lady enjoyed the tea because it soothed her nerves.""}, ""Question"", { } ],"
husb.coerce.intens,104,360,The,anxious,lady,needed,the,tea,because,it,soothed,her,nerves.,,,The anxious lady needed the tea because it soothed her nerves.,Natural?,j,f,"[[""husb.coerce.intens.360"", 360], ""DashedSentence"", {s: ""The anxious lady needed the tea because it soothed her nerves.""}, ""Question"", { } ],"
husb.coerce.anom,101,360,The,anxious,lady,fascinated,the,tea,because,it,soothed,her,nerves.,,,The anxious lady fascinated the tea because it soothed her nerves.,Natural?,f,j,"[[""husb.coerce.anom.360"", 360], ""DashedSentence"", {s: ""The anxious lady fascinated the tea because it soothed her nerves.""}, ""Question"", { } ],"
fill.what.anim,12,900,What,did,the,carpenter,rust,from,the,chinese,restaurant?,,,,,What did the carpenter rust from the chinese restaurant?,Natural?,f,j,"[[""fill.what.anim.900"", 900], ""DashedSentence"", {s: ""What did the carpenter rust from the chinese restaurant?""}, ""Question"", { } ],"
fill.what.inan,10,901,What,did,the,pencil,despise,for,the,newspaper?,,,,,,What did the pencil despise for the newspaper?,Natural?,f,j,"[[""fill.what.inan.901"", 901], ""DashedSentence"", {s: ""What did the pencil despise for the newspaper?""}, ""Question"", { } ],"
fill.when.anim,13,902,When,did,the,butler,ripple,from,the,forgetful,children?,,,,,When did the butler ripple from the forgetful children?,Natural?,f,j,"[[""fill.when.anim.902"", 902], ""DashedSentence"", {s: ""When did the butler ripple from the forgetful children?""}, ""Question"", { } ],"
fill.when.inan,11,903,When,did,the,desk,abhor,after,the,movie?,,,,,,When did the desk abhor after the movie?,Natural?,f,j,"[[""fill.when.inan.903"", 903], ""DashedSentence"", {s: ""When did the desk abhor after the movie?""}, ""Question"", { } ],"
fill.what.anim,12,904,What,did,the,uncle,nest,for,the,holiday,dinner,party?,,,,What did the uncle nest for the holiday dinner party?,Natural?,f,j,"[[""fill.what.anim.904"", 904], ""DashedSentence"", {s: ""What did the uncle nest for the holiday dinner party?""}, ""Question"", { } ],"
fill.what.inan,10,905,What,did,the,mug,fancy,above,the,counter?,,,,,,What did the mug fancy above the counter?,Natural?,f,j,"[[""fill.what.inan.905"", 905], ""DashedSentence"", {s: ""What did the mug fancy above the counter?""}, ""Question"", { } ],"
fill.when.anim,13,906,When,did,the,waitress,burble,with,drinks,for,the,guests?,,,,When did the waitress burble with drinks for the guests?,Natural?,f,j,"[[""fill.when.anim.906"", 906], ""DashedSentence"", {s: ""When did the waitress burble with drinks for the guests?""}, ""Question"", { } ],"
fill.when.inan,11,907,When,did,the,book,fear,around,the,corner?,,,,,,When did the book fear around the corner?,Natural?,f,j,"[[""fill.when.inan.907"", 907], ""DashedSentence"", {s: ""When did the book fear around the corner?""}, ""Question"", { } ],"
fill.what.anim,12,908,What,did,the,psychiatrist,slosh,in,his,copious,notes?,,,,,What did the psychiatrist slosh in his copious notes?,Natural?,f,j,"[[""fill.what.anim.908"", 908], ""DashedSentence"", {s: ""What did the psychiatrist slosh in his copious notes?""}, ""Question"", { } ],"
fill.what.inan,10,909,What,did,the,drawer,appreciate,over,the,ocean?,,,,,,What did the drawer appreciate over the ocean?,Natural?,f,j,"[[""fill.what.inan.909"", 909], ""DashedSentence"", {s: ""What did the drawer appreciate over the ocean?""}, ""Question"", { } ],"
fill.when.anim,13,910,When,did,the,principal,throng,for,the,debate,team?,,,,,When did the principal throng for the debate team?,Natural?,f,j,"[[""fill.when.anim.910"", 910], ""DashedSentence"", {s: ""When did the principal throng for the debate team?""}, ""Question"", { } ],"
fill.when.inan,11,911,When,did,the,lawn,envy,at,the,convenience,store?,,,,,When did the lawn envy at the convenience store?,Natural?,f,j,"[[""fill.when.inan.911"", 911], ""DashedSentence"", {s: ""When did the lawn envy at the convenience store?""}, ""Question"", { } ],"
fill.what.anim,12,912,What,did,the,bishop,fog,for,the,somber,ritual?,,,,,What did the bishop fog for the somber ritual?,Natural?,f,j,"[[""fill.what.anim.912"", 912], ""DashedSentence"", {s: ""What did the bishop fog for the somber ritual?""}, ""Question"", { } ],"
fill.what.inan,10,913,What,did,the,flower,dread,near,the,grocery,store?,,,,,What did the flower dread near the grocery store?,Natural?,f,j,"[[""fill.what.inan.913"", 913], ""DashedSentence"", {s: ""What did the flower dread near the grocery store?""}, ""Question"", { } ],"
fill.when.anim,13,914,When,did,the,captain,twinkle,on,the,rushing,river?,,,,,When did the captain twinkle on the rushing river?,Natural?,f,j,"[[""fill.when.anim.914"", 914], ""DashedSentence"", {s: ""When did the captain twinkle on the rushing river?""}, ""Question"", { } ],"
fill.when.inan,11,915,When,did,the,tree,hate,near,the,parking,lot?,,,,,When did the tree hate near the parking lot?,Natural?,f,j,"[[""fill.when.inan.915"", 915], ""DashedSentence"", {s: ""When did the tree hate near the parking lot?""}, ""Question"", { } ],"
fill.what.anim,12,916,What,did,the,banker,clack,over,the,vacation?,,,,,,What did the banker clack over the vacation?,Natural?,f,j,"[[""fill.what.anim.916"", 916], ""DashedSentence"", {s: ""What did the banker clack over the vacation?""}, ""Question"", { } ],"
fill.what.inan,10,917,What,did,the,couch,pity,under,the,fan?,,,,,,What did the couch pity under the fan?,Natural?,f,j,"[[""fill.what.inan.917"", 917], ""DashedSentence"", {s: ""What did the couch pity under the fan?""}, ""Question"", { } ],"
fill.when.anim,13,918,When,did,the,skater,teem,for,the,worried,coach?,,,,,When did the skater teem for the worried coach?,Natural?,f,j,"[[""fill.when.anim.918"", 918], ""DashedSentence"", {s: ""When did the skater teem for the worried coach?""}, ""Question"", { } ],"
fill.when.inan,11,919,When,did,the,boat,trust,under,the,cloud?,,,,,,When did the boat trust under the cloud?,Natural?,f,j,"[[""fill.when.inan.919"", 919], ""DashedSentence"", {s: ""When did the boat trust under the cloud?""}, ""Question"", { } ],"
fill.what.anim,12,920,What,did,the,teenager,depreciate,for,the,arts,festival?,,,,,What did the teenager depreciate for the arts festival?,Natural?,f,j,"[[""fill.what.anim.920"", 920], ""DashedSentence"", {s: ""What did the teenager depreciate for the arts festival?""}, ""Question"", { } ],"
fill.what.inan,10,921,What,did,the,notebook,tolerate,from,the,keyboard?,,,,,,What did the notebook tolerate from the keyboard?,Natural?,f,j,"[[""fill.what.inan.921"", 921], ""DashedSentence"", {s: ""What did the notebook tolerate from the keyboard?""}, ""Question"", { } ],"
fill.when.anim,13,922,When,did,the,businessman,meow,with,the,well-received,report?,,,,,When did the businessman meow with the well-received report?,Natural?,f,j,"[[""fill.when.anim.922"", 922], ""DashedSentence"", {s: ""When did the businessman meow with the well-received report?""}, ""Question"", { } ],"
fill.when.inan,11,923,When,did,the,letter,cherish,before,the,announcement?,,,,,,When did the letter cherish before the announcement?,Natural?,f,j,"[[""fill.when.inan.923"", 923], ""DashedSentence"", {s: ""When did the letter cherish before the announcement?""}, ""Question"", { } ],"
fill.what.anim,12,924,What,did,the,associate,abate,for,the,aspiring,actor?,,,,,What did the associate abate for the aspiring actor?,Natural?,f,j,"[[""fill.what.anim.924"", 924], ""DashedSentence"", {s: ""What did the associate abate for the aspiring actor?""}, ""Question"", { } ],"
fill.what.inan,10,925,What,did,the,calculator,regret,on,the,wall?,,,,,,What did the calculator regret on the wall?,Natural?,f,j,"[[""fill.what.inan.925"", 925], ""DashedSentence"", {s: ""What did the calculator regret on the wall?""}, ""Question"", { } ],"
fill.when.anim,13,926,When,did,the,baby,swarm,in,the,brand,new,crib?,,,,When did the baby swarm in the brand new crib?,Natural?,f,j,"[[""fill.when.anim.926"", 926], ""DashedSentence"", {s: ""When did the baby swarm in the brand new crib?""}, ""Question"", { } ],"
fill.when.inan,11,927,When,did,the,sponge,loathe,on,the,mouse?,,,,,,When did the sponge loathe on the mouse?,Natural?,f,j,"[[""fill.when.inan.927"", 927], ""DashedSentence"", {s: ""When did the sponge loathe on the mouse?""}, ""Question"", { } ],"
fill.what.anim,12,928,What,did,the,drummer,chrome,in,the,empty,recital,hall?,,,,What did the drummer chrome in the empty recital hall?,Natural?,f,j,"[[""fill.what.anim.928"", 928], ""DashedSentence"", {s: ""What did the drummer chrome in the empty recital hall?""}, ""Question"", { } ],"
fill.what.inan,10,929,What,did,the,car,treasure,on,the,library?,,,,,,What did the car treasure on the library?,Natural?,f,j,"[[""fill.what.inan.929"", 929], ""DashedSentence"", {s: ""What did the car treasure on the library?""}, ""Question"", { } ],"
fill.when.anim,13,930,When,did,the,consultant,shimmer,for,the,over-budget,project?,,,,,When did the consultant shimmer for the over-budget project?,Natural?,f,j,"[[""fill.when.anim.930"", 930], ""DashedSentence"", {s: ""When did the consultant shimmer for the over-budget project?""}, ""Question"", { } ],"
fill.when.inan,11,931,When,did,the,headphones,resent,at,the,sale?,,,,,,When did the headphones resent at the sale?,Natural?,f,j,"[[""fill.when.inan.931"", 931], ""DashedSentence"", {s: ""When did the headphones resent at the sale?""}, ""Question"", { } ],"
fill.what.anim,12,932,What,did,the,queen,ensue,on,the,first,day,of,the,year?,,What did the queen ensue on the first day of the year?,Natural?,f,j,"[[""fill.what.anim.932"", 932], ""DashedSentence"", {s: ""What did the queen ensue on the first day of the year?""}, ""Question"", { } ],"
fill.what.inan,10,933,What,did,the,truck,worship,at,the,bank?,,,,,,What did the truck worship at the bank?,Natural?,f,j,"[[""fill.what.inan.933"", 933], ""DashedSentence"", {s: ""What did the truck worship at the bank?""}, ""Question"", { } ],"
fill.when.anim,13,934,When,did,the,attendant,rain,for,the,trip,to,europe?,,,,When did the attendant rain for the trip to europe?,Natural?,f,j,"[[""fill.when.anim.934"", 934], ""DashedSentence"", {s: ""When did the attendant rain for the trip to europe?""}, ""Question"", { } ],"
fill.when.inan,11,935,When,did,the,train,miss,over,the,church?,,,,,,When did the train miss over the church?,Natural?,f,j,"[[""fill.when.inan.935"", 935], ""DashedSentence"", {s: ""When did the train miss over the church?""}, ""Question"", { } ],"
